"Plant.ID","Treatment","Population","GR","R2"
"Tray07_Mimiulus_B1_0.4","40%","D",12.0052084337949,0.953779852455257
"Tray07_Mimiulus_B2_0.4","40%","C",7.2932547785591,0.964901191197181
"Tray08_Mimiulus_B2_0.4","40%","G",8.45419572122824,0.734021789373935
"Tray08_Mimiulus_B1_0.4","40%","H",5.36101619533011,0.957085081876876
"Tray08_Mimiulus_B4_0.4","40%","I",8.78615714882674,0.858803009737026
"Tray08_Mimiulus_B3_0.4","40%","J",12.5911900351601,0.832960463138725
"Tray09_Mimiulus_B2_0.4","40%","K",5.90470588167438,0.761372717693792
"Tray09_Mimiulus_B4_0.4","40%","B",3.93927281973075,0.840157174097899
"Tray09_Mimiulus_B3_0.4","40%","C",3.68264583708957,0.717458584496674
"Tray09_Mimiulus_B1_0.4","40%","A",3.08341651752129,0.763802268447833
"Tray10_Mimiulus_B4_0.4","40%","F",11.2735334450389,0.829886805485082
"Tray11_Mimiulus_B3_0.4","40%","K",11.6378489335884,0.783848307785079
"Tray01_Mimiulus_C2_0.6","60%","B",1.48667280805431,0.734648270612894
"Tray01_Mimiulus_C1_0.6","60%","C",3.84356722874144,0.866066006604252
"Tray01_Mimiulus_C4_0.6","60%","D",8.12321866406893,0.945452006399343
"Tray01_Mimiulus_C3_0.6","60%","A",6.00469807905512,0.854419387481408
"Tray02_Mimiulus_C2_0.6","60%","F",16.056865489697,0.886350823162797
"Tray02_Mimiulus_C4_0.6","60%","H",9.77590000100104,0.849815948286292
"Tray02_Mimiulus_C1_0.6","60%","G",11.6530358448665,0.925430862973038
"Tray02_Mimiulus_C3_0.6","60%","E",16.2713682608214,0.899718504729858
"Tray03_Mimiulus_C2_0.6","60%","J",8.46235525029196,0.898861901227253
"Tray03_Mimiulus_C4_0.6","60%","A",10.3159960404104,0.897672584286659
"Tray03_Mimiulus_C3_0.6","60%","I",11.6122939234214,0.908474536536064
"Tray03_Mimiulus_C1_0.6","60%","K",9.71293782931919,0.952529604740752
"Tray04_Mimiulus_C4_0.6","60%","E",12.3628304288749,0.966293263407931
"Tray04_Mimiulus_C3_0.6","60%","B",3.38190875313169,0.736388605152261
"Tray04_Mimiulus_C1_0.6","60%","D",11.9970970840878,0.909740802695837
"Tray05_Mimiulus_C1_0.6","60%","H",5.43366115921591,0.942678653606426
"Tray05_Mimiulus_C4_0.6","60%","I",16.168932557377,0.945150110128151
"Tray05_Mimiulus_C3_0.6","60%","F",10.7641057305787,0.941967414377279
"Tray05_Mimiulus_C2_0.6","60%","G",14.0717986442509,0.962771345703874
"Tray06_Mimiulus_C2_0.6","60%","K",10.4282362729571,0.905631717217992
"Tray06_Mimiulus_C3_0.6","60%","J",10.2946175578537,0.950222841081972
"Tray06_Mimiulus_C4_0.6","60%","B",3.2772906321891,0.888762519116741
"Tray07_Mimiulus_C2_0.6","60%","D",9.87716220773691,0.941018613584957
"Tray07_Mimiulus_C1_0.6","60%","E",14.2217773053129,0.962741803006547
"Tray07_Mimiulus_C4_0.6","60%","F",14.5068854276776,0.980790786319589
"Tray07_Mimiulus_C3_0.6","60%","C",4.42176382706078,0.876125895582388
"Tray08_Mimiulus_C1_0.6","60%","I",6.21330917226548,0.887074317722458
"Tray08_Mimiulus_C4_0.6","60%","J",9.1347797415642,0.849504005248598
"Tray08_Mimiulus_C3_0.6","60%","G",9.26868168014147,0.807247370155049
"Tray09_Mimiulus_C3_0.6","60%","K",11.815629566227,0.902592317617495
"Tray09_Mimiulus_C2_0.6","60%","A",3.95473551140147,0.72212662676226
"Tray09_Mimiulus_C4_0.6","60%","C",2.61130557859357,0.839806158919031
"Tray11_Mimiulus_C4_0.6","60%","K",6.54117102715525,0.798565652679083
"Tray11_Mimiulus_C3_0.6","60%","H",4.7086046541468,0.734259961092352
"Tray11_Mimiulus_C1_0.6","60%","J",11.8069343633791,0.910664422954492
"Tray01_Mimiulus_D1_0.8","80%","D",16.6560618037062,0.995812839844989
"Tray01_Mimiulus_D4_0.8","80%","A",1.26193411654511,0.855224540104618
